"SEQN","RIDAGEYR","INDFMPIR","DMDEDUC2","DMDMARTL","RIAGENDR","RIDRETH1"
87663,50,5,4,1,1,3
87664,34,1.49,4,3,2,3
87665,44,NA,2,1,2,1
87666,16,0.55,NA,NA,2,4
87667,32,3.91,5,3,2,2
87668,37,NA,3,1,2,5
87669,49,1.39,5,1,2,4
87670,11,0,NA,NA,1,3
87671,52,0.94,3,1,1,4
87672,37,2.02,2,1,1,3
87673,68,0.35,2,5,1,2
87674,10,0.2,NA,NA,1,1
87675,17,NA,NA,NA,2,4
87676,6,1.36,NA,NA,2,5
87677,80,0.92,4,3,2,3
87678,5,NA,NA,NA,2,2
87679,12,0.56,NA,NA,1,4
87680,15,NA,NA,NA,2,5
87681,17,1.07,NA,NA,1,5
87682,9,2.46,NA,NA,1,4
87683,13,5,NA,NA,2,5
87684,44,5,5,1,1,3
87685,1,0.63,NA,NA,2,5
87686,11,0.41,NA,NA,1,1
87687,18,1.42,NA,NA,2,2
87688,75,2.01,3,1,1,3
87689,10,0.82,NA,NA,1,1
87690,55,1.59,1,1,1,5
87691,80,5,5,1,1,3
87692,60,1.53,4,3,1,2
87693,52,2.08,4,3,1,3
87694,25,NA,5,5,2,4
87695,15,3.97,NA,NA,1,3
87696,66,0.84,2,4,2,4
87697,37,5,4,1,2,3
87698,4,2.08,NA,NA,2,1
87699,20,0.55,4,5,1,3
87700,17,5,NA,NA,1,3
87701,5,2.79,NA,NA,1,4
87702,4,3.71,NA,NA,1,3
87703,77,0.77,1,1,1,4
87704,15,1.07,NA,NA,1,2
87705,5,5,NA,NA,1,3
87706,80,NA,3,2,2,3
87707,27,1.24,5,1,2,3
87708,11,5,NA,NA,1,5
87709,4,0.68,NA,NA,2,1
87710,62,3.61,5,1,1,2
87711,46,4.74,5,1,2,1
87712,33,0.77,3,5,2,4
87713,6,1.49,NA,NA,1,1
87714,17,1.44,NA,NA,1,1
87715,17,1.41,NA,NA,1,5
87716,5,0.53,NA,NA,1,4
87717,59,NA,4,3,1,5
87718,10,1.23,NA,NA,1,1
87719,36,2.46,4,1,2,3
87720,27,4.39,3,5,2,4
87721,45,NA,4,3,2,4
87722,0,4.74,NA,NA,1,3
87723,14,NA,NA,NA,2,2
87724,6,1.48,NA,NA,1,2
87725,8,3.09,NA,NA,1,3
87726,3,0.33,NA,NA,2,4
87727,80,0.81,3,2,2,2
87728,8,NA,NA,NA,1,4
87729,22,5,3,5,1,3
87730,17,1.58,NA,NA,2,4
87731,4,3.29,NA,NA,1,5
87732,16,1.07,NA,NA,2,5
87733,39,3.52,5,1,2,3
87734,77,NA,5,3,2,4
87735,11,1.26,NA,NA,2,3
87736,61,4.06,4,3,1,4
87737,3,0.91,NA,NA,2,4
87738,17,1.23,NA,NA,1,1
87739,18,1.65,NA,NA,2,1
87740,19,5,NA,NA,2,1
87741,26,0.94,5,1,2,5
87742,41,1.56,4,4,2,2
87743,11,3.52,NA,NA,2,3
87744,0,0.39,NA,NA,2,2
87745,3,1.41,NA,NA,2,5
87746,69,0.76,4,1,2,4
87747,2,NA,NA,NA,2,1
87748,70,1.79,5,1,1,3
87749,78,1.84,4,2,2,1
87750,66,NA,4,1,1,2
87751,15,0.2,NA,NA,1,5
87752,12,3.7,NA,NA,1,3
87753,2,0.58,NA,NA,2,1
87754,13,1.47,NA,NA,1,1
87755,18,NA,NA,NA,1,4
87756,57,5,4,1,2,2
87757,49,2.06,4,1,1,3
87758,53,NA,4,5,1,5
87759,9,1.03,NA,NA,1,3
87760,5,1.02,NA,NA,2,4
87761,80,2.18,2,1,2,5
87762,51,3.3,2,1,1,3
87763,1,1.65,NA,NA,2,5
87764,3,3.17,NA,NA,2,2
87765,0,0.52,NA,NA,2,1
87766,78,3.92,3,1,2,3
87767,2,1.2,NA,NA,1,2
87768,2,0.38,NA,NA,1,3
87769,37,1.36,3,5,2,5
87770,68,NA,4,6,1,3
87771,10,2.24,NA,NA,1,3
87772,36,0.48,2,1,2,1
87773,53,5,3,1,1,2
87774,24,1.83,3,1,1,3
87775,9,3.47,NA,NA,2,1
87776,48,NA,1,6,2,2
87777,67,1.36,1,1,2,5
87778,56,1.88,4,1,2,3
87779,28,5,4,5,1,3
87780,27,1.26,5,5,2,5
87781,80,5,5,2,1,3
87782,16,2.22,NA,NA,2,3
87783,59,1.57,4,3,2,2
87784,80,1.53,5,2,2,3
87785,11,2.7,NA,NA,1,3
87786,15,0.74,NA,NA,1,1
87787,12,1.94,NA,NA,2,2
87788,44,5,5,1,2,5
87789,15,2.48,NA,NA,2,5
87790,24,2.66,4,5,2,5
87791,53,2.47,4,1,1,1
87792,6,4.94,NA,NA,1,2
87793,4,0.3,NA,NA,1,4
87794,0,1.41,NA,NA,2,3
87795,78,0.8,1,2,2,1
87796,5,1.47,NA,NA,2,1
87797,30,0.74,5,1,2,4
87798,36,1.24,1,1,1,1
87799,48,4.72,5,1,2,2
87800,36,NA,1,1,2,1
87801,42,2.67,2,1,1,3
87802,27,2.02,5,6,2,4
87803,62,1.1,2,1,1,4
87804,0,1.29,NA,NA,1,5
87805,48,3.7,5,1,1,5
87806,53,5,5,1,2,5
87807,13,2.11,NA,NA,1,2
87808,35,3.82,5,5,2,3
87809,74,NA,5,1,1,3
87810,18,1.61,NA,NA,1,4
87811,9,4.12,NA,NA,1,3
87812,14,0.69,NA,NA,1,4
87813,2,1.24,NA,NA,1,3
87814,20,2.18,3,6,2,1
87815,5,1.89,NA,NA,1,2
87816,48,4.28,4,1,1,3
87817,11,0.59,NA,NA,1,2
87818,66,0.7,1,1,2,2
87819,37,2.74,3,5,1,2
87820,14,2.04,NA,NA,2,3
87821,20,0.82,4,5,2,3
87822,16,2.2,NA,NA,2,3
87823,8,3.38,NA,NA,2,3
87824,54,NA,4,1,2,1
87825,0,NA,NA,NA,1,1
87826,5,0.62,NA,NA,2,4
87827,27,4.72,3,5,1,2
87828,6,5,NA,NA,2,5
87829,23,1.24,5,5,1,5
87830,44,1.27,4,5,1,3
87831,11,NA,NA,NA,2,4
87832,61,3.01,3,1,1,3
87833,47,0.76,1,5,1,3
87834,1,1.56,NA,NA,2,3
87835,8,0.74,NA,NA,2,1
87836,7,0.25,NA,NA,2,4
87837,11,0.95,NA,NA,2,1
87838,10,0.9,NA,NA,1,4
87839,62,1,3,1,2,3
87840,80,NA,5,2,1,3
87841,50,1.49,4,5,2,2
87842,66,NA,1,2,2,1
87843,66,1.76,1,1,1,1
87844,49,1.18,3,1,1,1
87845,28,3.75,5,1,2,5
87846,17,2,NA,NA,2,5
87847,8,1.46,NA,NA,1,5
87848,73,2.01,4,1,2,3
87849,24,3.33,4,1,1,3
87850,28,1.03,4,5,2,5
87851,72,0.35,3,2,1,4
87852,48,5,5,1,2,3
87853,36,0.61,1,1,1,1
87854,5,1,NA,NA,2,3
87855,18,5,NA,NA,1,3
87856,23,5,2,5,1,5
87857,46,5,5,1,1,2
87858,11,NA,NA,NA,1,1
87859,56,0.82,3,1,2,3
87860,1,1.54,NA,NA,2,3
87861,7,5,NA,NA,1,3
87862,17,2.6,NA,NA,2,1
87863,9,0.36,NA,NA,2,1
87864,6,1.22,NA,NA,2,4
87865,18,5,NA,NA,1,4
87866,1,1.19,NA,NA,1,3
87867,11,5,NA,NA,2,5
87868,11,1.65,NA,NA,2,1
87869,12,NA,NA,NA,1,3
87870,55,0.94,1,1,2,1
87871,52,1.26,1,6,1,2
87872,47,2.36,3,5,1,3
87873,70,5,5,1,1,3
87874,46,3.4,3,5,2,4
87875,27,5,5,6,1,3
87876,3,NA,NA,NA,1,5
87877,7,NA,NA,NA,1,5
87878,6,0.94,NA,NA,2,3
87879,5,3.99,NA,NA,2,1
87880,77,1.09,4,2,2,1
87881,1,3.29,NA,NA,1,3
87882,32,3.4,5,6,2,3
87883,5,NA,NA,NA,1,1
87884,80,0.82,3,1,2,5
87885,25,0.69,4,4,1,4
87886,28,1.36,4,5,1,4
87887,79,NA,1,2,1,1
87888,13,1.49,NA,NA,2,2
87889,1,2.81,NA,NA,1,4
87890,54,NA,1,1,1,1
87891,42,0.34,3,4,2,3
87892,29,1.87,4,5,2,4
87893,6,NA,NA,NA,2,1
87894,6,2.88,NA,NA,1,3
87895,37,0.69,1,1,2,3
87896,32,0.45,3,5,2,4
87897,50,5,5,5,1,3
87898,68,2.56,5,1,1,3
87899,13,0.95,NA,NA,2,5
87900,4,0.8,NA,NA,1,4
87901,38,NA,3,3,2,3
87902,7,0.27,NA,NA,2,4
87903,54,0.6,2,6,1,5
87904,80,NA,3,1,1,3
87905,42,0.45,2,3,2,1
87906,22,1.62,4,6,2,4
87907,15,1.58,NA,NA,2,4
87908,16,2.94,NA,NA,1,3
87909,49,5,3,1,1,4
87910,50,0.81,4,3,2,3
87911,0,0.29,NA,NA,2,1
87912,7,0.48,NA,NA,2,1
87913,26,2.76,2,6,2,3
87914,36,3.29,5,1,2,5
87915,7,NA,NA,NA,1,1
87916,35,1.26,1,5,1,3
87917,2,0.45,NA,NA,2,4
87918,33,0.84,4,1,2,2
87919,71,NA,5,1,1,5
87920,75,NA,1,3,2,1
87921,59,3.43,5,1,1,3
87922,61,1.09,3,3,1,1
87923,50,0.43,1,1,1,3
87924,7,0.92,NA,NA,1,4
87925,33,5,5,1,2,3
87926,2,NA,NA,NA,1,2
87927,1,3.79,NA,NA,2,3
87928,10,NA,NA,NA,2,4
87929,6,2.79,NA,NA,2,1
87930,27,2.51,5,1,1,5
87931,13,1.84,NA,NA,2,5
87932,10,0.94,NA,NA,2,1
87933,1,2.74,NA,NA,1,2
87934,25,2.82,4,5,1,4
87935,12,1.82,NA,NA,2,4
87936,8,1.86,NA,NA,2,1
87937,52,5,5,6,2,3
87938,10,2.06,NA,NA,2,4
87939,36,5,5,1,2,5
87940,80,NA,1,2,1,5
87941,11,NA,NA,NA,1,4
87942,32,0.92,3,5,2,4
87943,30,1.69,2,6,1,5
87944,55,1.76,2,1,1,2
87945,36,2.11,4,6,1,2
87946,48,NA,1,5,1,2
87947,34,NA,5,1,1,5
87948,21,5,3,5,1,3
87949,4,1.07,NA,NA,2,5
87950,36,2.59,1,5,1,5
87951,70,5,5,1,1,3
87952,17,0.5,NA,NA,2,3
87953,80,0.64,3,2,2,3
87954,33,1.87,2,5,1,4
87955,3,5,NA,NA,1,2
87956,57,NA,2,1,1,5
87957,48,2.12,3,1,2,4
87958,0,3.73,NA,NA,1,5
87959,49,5,5,1,1,3
87960,13,0.98,NA,NA,2,3
87961,44,1.48,1,6,2,2
87962,61,3.77,4,1,1,5
87963,15,1.23,NA,NA,2,4
87964,21,1.58,4,5,1,1
87965,34,5,5,1,2,3
87966,27,1.7,4,1,1,3
87967,5,5,NA,NA,1,2
87968,3,1.24,NA,NA,1,4
87969,38,5,5,1,2,1
87970,17,2.11,NA,NA,2,1
87971,34,NA,2,1,1,1
87972,0,2.11,NA,NA,2,1
87973,4,3.7,NA,NA,2,5
87974,32,1.49,4,5,1,4
87975,70,2.25,4,1,1,3
87976,5,NA,NA,NA,2,2
87977,80,0.03,3,1,1,3
87978,14,1.49,NA,NA,2,4
87979,1,1.24,NA,NA,2,3
87980,0,4.53,NA,NA,2,4
87981,8,4.41,NA,NA,2,3
87982,23,0.08,2,5,2,4
87983,53,2.59,3,6,2,2
87984,61,1.76,3,1,2,1
87985,66,NA,4,1,1,4
87986,72,2.69,5,3,1,3
87987,70,1.96,1,1,1,5
87988,38,1.84,4,1,1,3
87989,10,3.01,NA,NA,1,1
87990,66,0.77,5,2,2,3
87991,0,5,NA,NA,1,1
87992,6,0,NA,NA,2,2
87993,6,1.69,NA,NA,2,3
87994,37,4.58,5,1,2,4
87995,54,1.19,4,2,2,3
87996,5,0.52,NA,NA,1,4
87997,25,NA,2,5,1,4
87998,80,NA,3,2,2,4
87999,14,5,NA,NA,2,3
88000,43,0.31,2,6,2,1
88001,63,4.22,2,1,1,1
88002,67,5,5,1,1,3
88003,66,5,1,1,1,5
88004,12,5,NA,NA,2,1
88005,21,0.03,3,6,2,1
88006,9,5,NA,NA,1,3
88007,18,0.84,NA,NA,2,1
88008,17,0.92,NA,NA,2,3
88009,0,3.52,NA,NA,2,3
88010,80,NA,3,1,1,3
88011,64,5,5,1,2,3
88012,6,3.87,NA,NA,1,5
88013,4,0.53,NA,NA,2,4
88014,1,3.29,NA,NA,1,5
88015,9,5,NA,NA,2,3
88016,5,1.01,NA,NA,1,5
88017,0,2,NA,NA,1,1
88018,48,5,5,1,1,3
88019,73,5,3,1,1,3
88020,70,5,5,1,1,3
88021,60,0.95,1,1,1,1
88022,60,3.4,4,5,2,4
88023,10,5,NA,NA,1,3
88024,3,3.59,NA,NA,2,3
88025,43,0.34,4,5,2,4
88026,8,0.77,NA,NA,1,4
88027,20,2.27,3,5,2,1
88028,0,2.31,NA,NA,2,3
88029,70,3.47,1,1,1,2
88030,27,1.86,1,6,1,1
88031,32,1.74,4,1,1,2
88032,11,1.84,NA,NA,1,1
88033,6,0.82,NA,NA,1,1
88034,63,0.16,3,3,2,3
88035,0,1.67,NA,NA,2,5
88036,3,3.74,NA,NA,1,5
88037,11,4.6,NA,NA,2,3
88038,16,3.27,NA,NA,1,3
88039,3,0.88,NA,NA,2,2
88040,41,5,5,6,1,3
88041,2,0.4,NA,NA,2,1
88042,67,NA,3,1,2,5
88043,11,0.21,NA,NA,2,4
88044,19,0.95,NA,NA,2,4
88045,32,2.18,4,1,1,3
88046,51,2.47,3,3,2,4
88047,29,1.49,3,5,2,1
88048,31,2.06,5,1,2,3
88049,20,0.85,4,6,2,3
88050,58,1.72,3,4,2,5
88051,35,3.73,5,1,1,5
88052,6,2.88,NA,NA,2,5
88053,6,3.16,NA,NA,2,3
88054,62,4.04,4,4,1,2
88055,26,0.42,5,6,2,5
88056,33,5,4,1,2,5
88057,16,0.69,NA,NA,2,1
88058,41,1.3,3,1,2,1
88059,15,0.99,NA,NA,1,4
88060,23,2.12,4,6,2,3
88061,15,0.95,NA,NA,1,4
88062,4,0.95,NA,NA,2,4
88063,71,NA,3,1,1,5
88064,35,0.87,2,5,1,4
88065,26,3.72,5,5,2,2
88066,10,1.19,NA,NA,1,2
88067,8,1.69,NA,NA,1,3
88068,10,0.99,NA,NA,2,4
88069,79,0.72,1,4,1,4
88070,19,NA,NA,NA,1,4
88071,20,2.46,4,5,2,4
88072,31,3.14,4,1,2,3
88073,18,NA,NA,NA,2,1
88074,14,0.61,NA,NA,1,2
88075,41,0.35,2,5,1,2
88076,15,2.67,NA,NA,2,5
88077,24,0.94,4,5,2,4
88078,13,2.68,NA,NA,2,3
88079,19,0.06,NA,NA,1,1
88080,8,1.25,NA,NA,1,3
88081,36,2.09,5,1,2,4
88082,44,3.73,4,1,2,3
88083,46,3.43,5,1,2,4
88084,14,5,NA,NA,2,5
88085,16,5,NA,NA,1,5
88086,31,1.76,2,5,1,2
88087,29,NA,1,1,2,5
88088,5,0.63,NA,NA,2,4
88089,41,NA,2,4,2,1
88090,54,2.97,3,1,1,4
88091,8,1.49,NA,NA,2,1
88092,40,1.22,1,1,1,1
88093,13,0.5,NA,NA,1,2
88094,74,1.49,2,3,2,2
88095,11,0.18,NA,NA,2,1
88096,68,NA,3,4,1,3
88097,75,2.25,3,1,2,3
88098,80,NA,5,3,2,2
88099,42,0.55,3,1,2,2
88100,52,5,5,1,1,1
88101,1,0.74,NA,NA,1,3
88102,62,3.64,2,1,1,4
88103,68,1.43,1,1,1,1
88104,61,1.52,3,5,2,4
88105,0,1.99,NA,NA,2,3
88106,20,0.59,4,5,1,1
88107,8,3.96,NA,NA,1,3
88108,80,4.12,3,1,2,5
88109,8,2.64,NA,NA,1,1
88110,32,1.49,4,5,2,1
88111,65,5,4,1,2,5
88112,35,0.74,4,1,1,3
88113,64,0.94,1,1,1,1
88114,57,1.86,4,1,1,3
88115,42,NA,3,1,2,2
88116,41,5,5,1,2,3
88117,3,1.76,NA,NA,1,3
88118,11,3.6,NA,NA,1,1
88119,67,5,5,1,2,3
88120,54,0.77,3,1,1,4
88121,4,1.23,NA,NA,1,1
88122,9,1.24,NA,NA,1,5
88123,26,2,5,1,2,3
88124,5,1.94,NA,NA,2,1
88125,61,2.45,3,1,1,4
88126,45,3.3,4,6,1,2
88127,13,2.24,NA,NA,1,3
88128,57,1.77,2,1,2,4
88129,9,1.24,NA,NA,1,2
88130,9,2.18,NA,NA,2,4
88131,39,2.29,3,1,1,3
88132,42,2.37,5,3,1,3
88133,34,1.32,3,5,1,4
88134,80,3.14,4,1,1,3
88135,1,2.02,NA,NA,2,3
88136,31,4.49,4,1,1,3
88137,66,0.85,2,4,2,4
88138,44,4.42,5,3,2,2
88139,4,0.84,NA,NA,1,1
88140,5,3.29,NA,NA,1,3
88141,14,0.04,NA,NA,2,4
88142,11,2.14,NA,NA,1,2
88143,66,2.39,2,1,1,5
88144,68,0.97,3,3,1,4
88145,75,1.22,3,2,2,4
88146,45,NA,5,1,1,3
88147,27,3.3,4,1,2,3
88148,68,0.91,1,1,2,4
88149,69,4.37,5,1,2,3
88150,10,0.6,NA,NA,2,3
88151,67,0.74,1,1,1,1
88152,2,0.5,NA,NA,1,2
88153,80,NA,1,5,2,2
88154,25,0.17,4,6,1,3
88155,0,0.82,NA,NA,1,1
88156,28,2.49,4,1,1,3
88157,29,4.07,5,1,1,2
88158,51,0.81,3,5,1,3
88159,27,1.49,4,5,2,4
88160,19,0.17,NA,NA,2,2
88161,63,1.57,2,6,2,2
88162,3,1.23,NA,NA,1,1
88163,6,1,NA,NA,2,2
88164,45,3.52,4,1,2,2
88165,12,3.7,NA,NA,1,2
88166,8,4,NA,NA,1,2
88167,38,0.08,2,4,2,3
88168,18,2.76,NA,NA,1,5
88169,29,3.14,4,6,1,1
88170,80,NA,3,1,1,3
88171,0,0.42,NA,NA,1,5
88172,80,3.39,4,1,1,3
88173,64,0.67,2,3,1,3
88174,55,3.12,4,1,2,5
88175,68,1.9,3,1,1,5
88176,16,3.62,NA,NA,1,5
88177,6,0.6,NA,NA,1,4
88178,29,2.3,2,1,1,2
88179,17,1.64,NA,NA,1,3
88180,13,3.84,NA,NA,1,5
88181,39,2.29,3,1,1,4
88182,38,1.56,4,3,2,5
88183,7,0.69,NA,NA,2,1
88184,23,5,3,5,2,3
88185,42,1.34,1,1,2,5
88186,31,0.97,4,5,1,3
88187,0,1.32,NA,NA,2,3
88188,51,0.83,1,1,1,2
88189,14,1.84,NA,NA,2,3
88190,19,0.84,NA,NA,1,2
88191,68,1.57,4,3,1,2
88192,20,1.49,2,6,1,2
88193,0,NA,NA,NA,2,5
88194,80,NA,4,1,1,4
88195,3,0.09,NA,NA,2,4
88196,43,1.37,5,5,2,4
88197,80,5,4,1,2,2
88198,63,0.63,1,3,1,1
88199,29,1.23,3,5,2,4
88200,28,1.1,4,6,1,4
88201,7,5,NA,NA,1,3
88202,8,2.67,NA,NA,1,3
88203,64,1.07,3,1,1,1
88204,7,4.36,NA,NA,1,3
88205,23,0.17,3,5,2,1
88206,65,5,2,1,2,3
88207,1,2.27,NA,NA,1,3
88208,71,4.21,5,4,1,2
88209,22,NA,3,5,1,5
88210,36,3.2,4,1,1,1
88211,44,0.56,3,5,2,4
88212,3,NA,NA,NA,2,2
88213,3,1.98,NA,NA,1,4
88214,14,1.4,NA,NA,1,5
88215,22,1.85,3,5,2,3
88216,28,0.05,2,6,2,4
88217,51,2.11,1,1,1,1
88218,54,5,4,6,1,3
88219,0,0.2,NA,NA,2,1
88220,4,1.87,NA,NA,1,3
88221,1,0.87,NA,NA,2,3
88222,44,1.09,3,5,1,3
88223,11,1.24,NA,NA,1,5
88224,48,3.52,4,1,1,3
88225,5,NA,NA,NA,1,1
88226,4,2.85,NA,NA,1,1
88227,20,1.85,3,5,1,3
88228,25,1.24,4,1,1,3
88229,80,2.09,3,1,1,3
88230,42,3.33,4,1,2,3
88231,62,1.83,4,4,2,4
88232,65,NA,4,1,1,4
88233,51,1.32,2,1,1,5
88234,18,1.37,NA,NA,2,2
88235,10,1.07,NA,NA,1,3
88236,5,1.44,NA,NA,2,4
88237,7,NA,NA,NA,1,5
88238,48,2.39,5,1,1,3
88239,2,1.34,NA,NA,1,2
88240,80,2.2,3,1,2,3
88241,54,4.57,1,1,2,1
88242,3,0.42,NA,NA,2,1
88243,60,0.94,2,4,2,1
88244,57,5,4,1,2,3
88245,10,1.5,NA,NA,2,4
88246,5,5,NA,NA,2,4
88247,8,5,NA,NA,2,4
88248,17,1.07,NA,NA,1,5
88249,43,0.91,4,1,2,5
88250,12,3.54,NA,NA,1,2
88251,8,3.93,NA,NA,2,2
88252,9,2.82,NA,NA,1,1
88253,61,0.8,3,5,1,4
88254,19,0.34,NA,NA,2,2
88255,59,NA,2,1,1,2
88256,62,1.1,4,3,2,2
88257,31,NA,1,1,2,2
88258,64,0.75,1,1,2,2
88259,7,1.1,NA,NA,1,4
88260,51,2.58,4,1,2,1
88261,31,0.37,3,6,2,2
88262,41,4.37,5,1,2,3
88263,0,5,NA,NA,1,1
88264,63,0.93,5,3,2,4
88265,4,5,NA,NA,1,3
88266,18,NA,NA,NA,1,4
88267,26,1.64,5,5,1,5
88268,11,2.45,NA,NA,1,4
88269,14,4.12,NA,NA,2,3
88270,2,4.22,NA,NA,2,5
88271,7,5,NA,NA,2,5
88272,43,3.51,4,1,2,3
88273,7,3.23,NA,NA,2,3
88274,73,2.1,3,3,1,3
88275,0,1.14,NA,NA,2,1
88276,6,5,NA,NA,2,5
88277,15,0.91,NA,NA,2,4
88278,7,1.89,NA,NA,1,2
88279,16,2.47,NA,NA,2,3
88280,16,1.96,NA,NA,1,5
88281,4,0.46,NA,NA,2,1
88282,26,2.02,5,5,1,5
88283,13,0.55,NA,NA,1,4
88284,7,0.47,NA,NA,2,3
88285,80,3.37,4,3,2,1
88286,52,3.03,5,3,2,5
88287,60,0.02,3,6,1,4
88288,10,0.31,NA,NA,2,2
88289,73,5,5,1,2,3
88290,4,2.06,NA,NA,1,3
88291,76,3.16,2,3,1,4
88292,56,1.76,4,1,2,3
88293,41,2.69,5,5,2,4
88294,36,1.41,2,1,1,1
88295,14,0.34,NA,NA,2,4
88296,17,0.73,NA,NA,2,3
88297,40,NA,5,5,2,5
88298,63,0.37,4,6,2,3
88299,15,1.51,NA,NA,2,1
88300,1,0.62,NA,NA,1,5
88301,38,5,4,1,1,5
88302,44,2.79,4,3,2,4
88303,65,2.81,5,1,1,5
88304,65,0.54,2,3,2,2
88305,1,5,NA,NA,1,3
88306,41,NA,2,1,1,2
88307,57,4.68,4,1,2,3
88308,9,2.75,NA,NA,2,1
88309,36,0.58,1,6,1,1
88310,23,0.85,5,5,1,2
88311,1,2.08,NA,NA,1,3
88312,3,2.82,NA,NA,1,3
88313,7,1.73,NA,NA,1,2
88314,80,NA,5,2,2,4
88315,28,3.2,4,5,2,4
88316,2,1.01,NA,NA,2,5
88317,29,1.68,4,6,1,5
88318,23,2.53,5,5,2,5
88319,67,5,5,1,1,3
88320,61,NA,5,1,1,2
88321,80,3.16,4,2,2,3
88322,60,3.67,3,1,1,4
88323,12,3.68,NA,NA,2,3
88324,9,NA,NA,NA,2,2
88325,10,0.7,NA,NA,1,1
88326,6,NA,NA,NA,1,2
88327,51,4.25,1,5,1,1
88328,46,NA,5,3,2,4
88329,73,0.86,4,2,1,2
88330,62,0.37,1,6,1,2
88331,3,1.74,NA,NA,1,1
88332,23,0,3,6,2,5
88333,43,3.62,4,1,2,4
88334,39,1.77,4,1,2,4
88335,33,0.93,3,1,2,5
88336,28,3.72,4,6,2,3
88337,49,1.96,3,1,1,5
88338,70,5,4,1,1,3
88339,43,4.12,4,1,2,3
88340,6,1.65,NA,NA,1,4
88341,9,3.29,NA,NA,1,5
88342,45,1.65,1,1,1,2
88343,35,3.91,5,1,1,1
88344,80,0.89,3,2,2,3
88345,0,2.23,NA,NA,1,5
88346,74,3.14,4,1,1,3
88347,15,0.82,NA,NA,1,4
88348,26,1.02,3,5,2,2
88349,16,2.26,NA,NA,2,3
88350,45,5,3,6,1,4
88351,41,1.24,4,5,2,3
88352,27,0.04,1,6,2,1
88353,34,0.62,1,6,1,1
88354,16,0.31,NA,NA,2,1
88355,69,4.37,5,1,1,3
88356,11,2.59,NA,NA,2,2
88357,9,3.25,NA,NA,2,3
88358,14,5,NA,NA,2,4
88359,17,1.23,NA,NA,2,4
88360,20,2.97,3,5,2,1
88361,36,0.94,3,5,2,5
88362,6,1.67,NA,NA,2,5
88363,11,NA,NA,NA,1,3
88364,8,2.15,NA,NA,1,1
88365,36,0.42,4,5,1,2
88366,42,1.22,1,1,2,1
88367,64,1.58,3,5,2,4
88368,51,0.5,5,1,2,2
88369,73,1.19,3,2,2,3
88370,34,0.93,3,5,1,3
88371,4,NA,NA,NA,2,3
88372,11,5,NA,NA,2,3
88373,2,3.3,NA,NA,1,5
88374,0,0.69,NA,NA,2,1
88375,25,2.16,3,6,1,3
88376,71,5,3,3,2,3
88377,30,4.61,3,1,2,1
88378,2,2.22,NA,NA,1,3
88379,8,3.3,NA,NA,1,4
88380,41,4.73,4,1,2,2
88381,1,0.7,NA,NA,1,4
88382,14,1.77,NA,NA,2,4
88383,16,1.3,NA,NA,2,1
88384,37,2,4,1,2,3
88385,43,NA,5,1,2,5
88386,38,5,4,1,2,5
88387,1,4.22,NA,NA,2,2
88388,55,2.76,5,3,1,3
88389,68,0.71,4,2,2,3
88390,8,0.89,NA,NA,2,1
88391,9,0.54,NA,NA,1,4
88392,42,1.41,1,1,2,5
88393,60,3.54,4,5,2,2
88394,5,2.11,NA,NA,2,1
88395,65,5,5,4,2,3
88396,48,1.23,2,3,2,2
88397,12,1.41,NA,NA,2,5
88398,76,NA,1,1,1,1
88399,34,1.14,3,6,1,4
88400,58,5,5,3,2,3
88401,73,0.76,5,3,2,2
88402,47,2.29,5,5,2,4
88403,12,2.67,NA,NA,1,5
88404,70,2.2,4,1,1,3
88405,3,4.53,NA,NA,1,5
88406,80,4.25,5,2,1,3
88407,44,3.55,5,1,2,5
88408,1,2.39,NA,NA,2,2
88409,1,1.67,NA,NA,2,5
88410,19,2.2,NA,NA,1,3
88411,22,0.47,3,1,1,3
88412,34,2.19,4,6,2,4
88413,62,0.85,1,3,1,2
88414,25,0.51,4,5,2,3
88415,2,4.53,NA,NA,1,3
88416,6,2.24,NA,NA,1,2
88417,59,3.23,5,5,1,5
88418,77,NA,3,1,2,3
88419,3,0.58,NA,NA,1,4
88420,15,1.24,NA,NA,1,4
88421,80,NA,1,2,2,2
88422,62,1.94,4,3,1,2
88423,8,1.23,NA,NA,2,1
88424,0,0.03,NA,NA,2,5
88425,45,4.94,3,1,1,3
88426,66,5,5,1,1,2
88427,30,2.11,2,1,1,1
88428,47,1.54,2,1,1,3
88429,51,3.16,4,1,1,2
88430,63,5,4,3,1,2
88431,64,4.78,4,1,2,2
88432,33,5,5,1,1,5
88433,22,4.54,3,5,2,3
88434,80,3.39,4,1,2,3
88435,10,0,NA,NA,1,3
88436,80,1.64,2,2,2,3
88437,10,1.24,NA,NA,2,2
88438,61,5,5,1,1,3
88439,47,5,5,1,2,3
88440,39,2.82,3,1,2,3
88441,76,3.77,1,2,1,1
88442,8,1.19,NA,NA,2,1
88443,2,0.77,NA,NA,2,4
88444,17,5,NA,NA,2,5
88445,31,4.04,5,5,2,3
88446,0,4.22,NA,NA,1,3
88447,1,3.91,NA,NA,1,1
88448,80,1.85,2,1,2,3
88449,14,0.77,NA,NA,1,4
88450,49,2.06,3,1,1,5
88451,34,0.68,1,6,2,1
88452,12,2.68,NA,NA,2,1
88453,59,0.9,4,2,2,1
88454,14,3.7,NA,NA,1,1
88455,58,3.18,5,1,1,4
88456,2,0,NA,NA,2,4
88457,17,5,NA,NA,2,3
